combo_no;bot_name;projected_net_pnl_at_max_risk_usd;original_net_pnl_usd;profit_factor
5209;M30_w0.26_o3_r2.0_f0.55_mkt_df20260101_dt20260510_tpmwave_target_n_tp_target_wave_index6_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_ext_close_trend_positions_on_bosTrue_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;70110.05;61135.96;2.29
25945;M30_w0.26_o3_r3.0_f0.55_mkt_df20260101_dt20260510_tpmwave_target_n_tp_target_wave_index6_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_ext_close_trend_positions_on_bosTrue_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;70110.05;61135.96;2.29
20993;M30_w0.26_o3_r3.0_f0.55_mkt_df20260101_dt20260510_tpmbos_exit_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmnumber_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_pp_enabledTrue_tdirTrue_thhlTrue_bos_entry_enableTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;70057.3;56256.01;1.65
1729;M30_w0.26_o3_r2.0_f0.5_mkt_df20260101_dt20260510_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.75_afxshift_sl_wpTrue_exp3_extexp7_pcmnumber_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_pp_enabledTrue_tdirTrue_thhlTrue_bos_entry_enableTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69950.09;48965.06;1.53
1733;M30_w0.26_o3_r2.0_f0.5_mkt_df20260101_dt20260510_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.75_afxshift_sl_wpTrue_exp3_extexp7_pcmnumber_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_pp_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69950.09;48965.06;1.53
11242;M30_w0.26_o3_r2.5_f0.55_mkt_df20260101_dt20260510_tpmbos_exit_tp_target_wave_index6_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_bos_entry_enableTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69815.35;39166.41;1.77
14155;M30_w0.26_o3_r2.5_f0.5_mkt_df20260101_dt20260510_tpmwave_target_n_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.85_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_pp_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_ext_close_trend_positions_on_bosTrue_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69756.32;61036.78;2.04
3787;M30_w0.26_o3_r2.0_f0.5_mkt_df20260101_dt20260510_tpmwave_target_n_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.85_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_pp_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_ext_close_trend_positions_on_bosTrue_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69756.32;61036.78;2.04
24523;M30_w0.26_o3_r3.0_f0.5_mkt_df20260101_dt20260510_tpmwave_target_n_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.85_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_pp_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_ext_close_trend_positions_on_bosTrue_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69756.32;61036.78;2.04
3788;M30_w0.26_o3_r2.0_f0.5_mkt_df20260101_dt20260510_tpmwave_target_n_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.85_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_pp_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69615.09;64393.96;2.09
24524;M30_w0.26_o3_r3.0_f0.5_mkt_df20260101_dt20260510_tpmwave_target_n_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.85_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_pp_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69615.09;64393.96;2.09
14156;M30_w0.26_o3_r2.5_f0.5_mkt_df20260101_dt20260510_tpmwave_target_n_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.85_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_pp_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69615.09;64393.96;2.09
21577;M30_w0.26_o3_r3.0_f0.55_mkt_df20260101_dt20260510_tpmbos_exit_tp_target_wave_index6_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmnumber_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_bos_entry_enableTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69573.8;43066.18;1.67
21037;M30_w0.26_o3_r3.0_f0.55_mkt_df20260101_dt20260510_tpmbos_exit_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69558.43;35015.02;1.8
25946;M30_w0.26_o3_r3.0_f0.55_mkt_df20260101_dt20260510_tpmwave_target_n_tp_target_wave_index6_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69347.2;63730.08;2.34
5210;M30_w0.26_o3_r2.0_f0.55_mkt_df20260101_dt20260510_tpmwave_target_n_tp_target_wave_index6_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69347.2;63730.08;2.34
15578;M30_w0.26_o3_r2.5_f0.55_mkt_df20260101_dt20260510_tpmwave_target_n_tp_target_wave_index6_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69347.2;63730.08;2.34
2985;M30_w0.26_o3_r2.0_f0.5_mkt_df20260101_dt20260510_tp_target_wave_index8_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_bos_entry_enableTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69343.33;38138.83;1.67
2989;M30_w0.26_o3_r2.0_f0.5_mkt_df20260101_dt20260510_tp_target_wave_index8_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69343.33;38138.83;1.67
11781;M30_w0.26_o3_r2.5_f0.55_mkt_df20260101_dt20260510_tpmbos_exit_tp_target_wave_index8_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmnumber_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_pp_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69323.11;42564.39;1.63
25564;M30_w0.26_o3_r3.0_f0.5_mkt_df20260101_dt20260510_tpmwave_target_n_tp_target_wave_index6_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69321.14;67518.79;2.63
15196;M30_w0.26_o3_r2.5_f0.5_mkt_df20260101_dt20260510_tpmwave_target_n_tp_target_wave_index6_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69321.14;67518.79;2.63
4828;M30_w0.26_o3_r2.0_f0.5_mkt_df20260101_dt20260510_tpmwave_target_n_tp_target_wave_index6_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69321.14;67518.79;2.63
3181;M30_w0.26_o3_r2.0_f0.55_mkt_df20260101_dt20260510_tp_target_wave_index8_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69212.22;38066.72;1.67
3177;M30_w0.26_o3_r2.0_f0.55_mkt_df20260101_dt20260510_tp_target_wave_index8_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_bos_entry_enableTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;69212.22;38066.72;1.67
21038;M30_w0.26_o3_r3.0_f0.55_mkt_df20260101_dt20260510_tpmbos_exit_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;68817.28;34627.48;1.9
14041;M30_w0.26_o3_r2.5_f0.5_mkt_df20260101_dt20260510_tpmwave_target_n_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_ext_close_trend_positions_on_bosTrue_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;68727.39;53813.55;2.13
24409;M30_w0.26_o3_r3.0_f0.5_mkt_df20260101_dt20260510_tpmwave_target_n_wave_extension_pct0.1_bos_entry_in_rrr_fixedTrue_w2notpTrue_w2notpi2_symbolEURUSD.x_sf0.8_afxshift_sl_wpTrue_exp3_extexp7_pcmtrend_pcad7_mxw1.0_max_wave_age_hours12_risk_usd500.0_contract_size100000.0_magic100001_spread0.0001_slippage0.0_wave_counter_two_sided_enabledTrue_skip_primary_entry_on_parent_wave_enableTrue_wf_enabledTrue_tdirTrue_thhlTrue_wave_size_sl_ladder_step_pct0.16_ext_enabledTrue_ext_secondary_enabledFalse_ext_weekend_gap_relax_factor0.76_ext_counter_enabledTrue_extct2300_ext_trade_both_sides_in_rangeTrue_ext_post_both_sides_wave_min_pct0.13_ext_post_both_sides_default_sl_pct0.1_ext_close_trend_positions_on_bosTrue_wave_allowed_sessionsNone_wave_custom_windowNone_track_concurrent_positionsTrue_pcapoff_mpNone_NOFILT;68727.39;53813.55;2.13
